D:/Sources/Other/renderdoc-profiler-counters/example.rdc - Frame #4294967295

 EID  | Event                                                         | Action #
8431  |           - DrawIndexedInstanced(792, 1)                      | 2129  
8434  |           - DrawIndexedInstanced(792, 1)                      | 2130  
8437  |           - DrawIndexedInstanced(792, 1)                      | 2131  
8440  |           - DrawIndexedInstanced(792, 1)                      | 2132  
8443  |           - DrawIndexedInstanced(792, 1)                      | 2133  
8446  |           - DrawIndexedInstanced(792, 1)                      | 2134  
8449  |           - DrawIndexedInstanced(792, 1)                      | 2135  
8452  |           - DrawIndexedInstanced(792, 1)                      | 2136  
8455  |           - DrawIndexedInstanced(792, 1)                      | 2137  
8458  |           - DrawIndexedInstanced(792, 1)                      | 2138  
8461  |           - DrawIndexedInstanced(792, 1)                      | 2139  
8464  |           - DrawIndexedInstanced(792, 1)                      | 2140  
8467  |           - DrawIndexedInstanced(792, 1)                      | 2141  
8470  |           - DrawIndexedInstanced(792, 1)                      | 2142  
8473  |           - DrawIndexedInstanced(792, 1)                      | 2143  
8476  |           - DrawIndexedInstanced(792, 1)                      | 2144  
8479  |           - DrawIndexedInstanced(792, 1)                      | 2145  
8482  |           - DrawIndexedInstanced(792, 1)                      | 2146  
8485  |           - DrawIndexedInstanced(792, 1)                      | 2147  
8488  |           - DrawIndexedInstanced(792, 1)                      | 2148  
8491  |           - DrawIndexedInstanced(792, 1)                      | 2149  
8494  |           - DrawIndexedInstanced(792, 1)                      | 2150  
8497  |           - DrawIndexedInstanced(792, 1)                      | 2151  
8500  |           - DrawIndexedInstanced(792, 1)                      | 2152  
8503  |           - DrawIndexedInstanced(792, 1)                      | 2153  
8506  |           - DrawIndexedInstanced(792, 1)                      | 2154  
8509  |           - DrawIndexedInstanced(792, 1)                      | 2155  
8512  |           - DrawIndexedInstanced(792, 1)                      | 2156  
8515  |           - DrawIndexedInstanced(792, 1)                      | 2157  
8518  |           - DrawIndexedInstanced(792, 1)                      | 2158  
8521  |           - DrawIndexedInstanced(792, 1)                      | 2159  
8524  |           - DrawIndexedInstanced(792, 1)                      | 2160  
8527  |           - DrawIndexedInstanced(792, 1)                      | 2161  
8530  |           - DrawIndexedInstanced(792, 1)                      | 2162  
8533  |           - DrawIndexedInstanced(792, 1)                      | 2163  
8536  |           - DrawIndexedInstanced(792, 1)                      | 2164  
8539  |           - DrawIndexedInstanced(792, 1)                      | 2165  
8542  |           - DrawIndexedInstanced(792, 1)                      | 2166  
8545  |           - DrawIndexedInstanced(792, 1)                      | 2167  
8548  |           - DrawIndexedInstanced(792, 1)                      | 2168  
8551  |           - DrawIndexedInstanced(792, 1)                      | 2169  
8554  |           - DrawIndexedInstanced(792, 1)                      | 2170  
8557  |           - DrawIndexedInstanced(792, 1)                      | 2171  
8560  |           - DrawIndexedInstanced(792, 1)                      | 2172  
8563  |           - DrawIndexedInstanced(792, 1)                      | 2173  
8566  |           - DrawIndexedInstanced(792, 1)                      | 2174  
8569  |           - DrawIndexedInstanced(792, 1)                      | 2175  
8572  |           - DrawIndexedInstanced(792, 1)                      | 2176  
8575  |           - DrawIndexedInstanced(792, 1)                      | 2177  
8578  |           - DrawIndexedInstanced(792, 1)                      | 2178  
8581  |           - DrawIndexedInstanced(792, 1)                      | 2179  
8584  |           - DrawIndexedInstanced(792, 1)                      | 2180  
8587  |           - DrawIndexedInstanced(792, 1)                      | 2181  
8590  |           - DrawIndexedInstanced(792, 1)                      | 2182  
8593  |           - DrawIndexedInstanced(792, 1)                      | 2183  
8596  |           - DrawIndexedInstanced(792, 1)                      | 2184  
8599  |           - DrawIndexedInstanced(792, 1)                      | 2185  
8602  |           - DrawIndexedInstanced(792, 1)                      | 2186  
8605  |           - DrawIndexedInstanced(792, 1)                      | 2187  
8608  |           - DrawIndexedInstanced(792, 1)                      | 2188  
8611  |           - DrawIndexedInstanced(792, 1)                      | 2189  
8614  |           - DrawIndexedInstanced(792, 1)                      | 2190  
8617  |           - DrawIndexedInstanced(792, 1)                      | 2191  
8620  |           - DrawIndexedInstanced(792, 1)                      | 2192  
8623  |           - DrawIndexedInstanced(792, 1)                      | 2193  
8626  |           - DrawIndexedInstanced(792, 1)                      | 2194  
8629  |           - DrawIndexedInstanced(792, 1)                      | 2195  
8632  |           - DrawIndexedInstanced(792, 1)                      | 2196  
8635  |           - DrawIndexedInstanced(792, 1)                      | 2197  
8638  |           - DrawIndexedInstanced(792, 1)                      | 2198  
8641  |           - DrawIndexedInstanced(792, 1)                      | 2199  
8644  |           - DrawIndexedInstanced(792, 1)                      | 2200  
8647  |           - DrawIndexedInstanced(792, 1)                      | 2201  
8650  |           - DrawIndexedInstanced(792, 1)                      | 2202  
8653  |           - DrawIndexedInstanced(792, 1)                      | 2203  
8656  |           - DrawIndexedInstanced(792, 1)                      | 2204  
8659  |           - DrawIndexedInstanced(792, 1)                      | 2205  
8662  |           - DrawIndexedInstanced(792, 1)                      | 2206  
8665  |           - DrawIndexedInstanced(792, 1)                      | 2207  
8668  |           - DrawIndexedInstanced(792, 1)                      | 2208  
8671  |           - DrawIndexedInstanced(792, 1)                      | 2209  
8674  |           - DrawIndexedInstanced(792, 1)                      | 2210  
8677  |           - DrawIndexedInstanced(792, 1)                      | 2211  
8680  |           - DrawIndexedInstanced(792, 1)                      | 2212  
8683  |           - DrawIndexedInstanced(792, 1)                      | 2213  
8686  |           - DrawIndexedInstanced(792, 1)                      | 2214  
8689  |           - DrawIndexedInstanced(792, 1)                      | 2215  
8692  |           - DrawIndexedInstanced(792, 1)                      | 2216  
8695  |           - DrawIndexedInstanced(792, 1)                      | 2217  
8698  |           - DrawIndexedInstanced(792, 1)                      | 2218  
8701  |           - DrawIndexedInstanced(792, 1)                      | 2219  
8704  |           - DrawIndexedInstanced(792, 1)                      | 2220  
8707  |           - DrawIndexedInstanced(792, 1)                      | 2221  
8710  |           - DrawIndexedInstanced(792, 1)                      | 2222  
8713  |           - DrawIndexedInstanced(792, 1)                      | 2223  
8716  |           - DrawIndexedInstanced(792, 1)                      | 2224  
8719  |           - DrawIndexedInstanced(792, 1)                      | 2225  
8722  |           - DrawIndexedInstanced(792, 1)                      | 2226  
8725  |           - DrawIndexedInstanced(792, 1)                      | 2227  
8730  |           - DrawIndexedInstanced(792, 1)                      | 2228  
8733  |           - DrawIndexedInstanced(792, 1)                      | 2229  
8736  |           - DrawIndexedInstanced(792, 1)                      | 2230  
8739  |           - DrawIndexedInstanced(792, 1)                      | 2231  
8742  |           - DrawIndexedInstanced(792, 1)                      | 2232  
8745  |           - DrawIndexedInstanced(792, 1)                      | 2233  
8748  |           - DrawIndexedInstanced(792, 1)                      | 2234  
8751  |           - DrawIndexedInstanced(792, 1)                      | 2235  
8754  |           - DrawIndexedInstanced(792, 1)                      | 2236  
8757  |           - DrawIndexedInstanced(792, 1)                      | 2237  
8760  |           - DrawIndexedInstanced(792, 1)                      | 2238  
8763  |           - DrawIndexedInstanced(792, 1)                      | 2239  
8766  |           - DrawIndexedInstanced(792, 1)                      | 2240  
8769  |           - DrawIndexedInstanced(792, 1)                      | 2241  
8772  |           - DrawIndexedInstanced(792, 1)                      | 2242  
8775  |           - DrawIndexedInstanced(792, 1)                      | 2243  
8778  |           - DrawIndexedInstanced(792, 1)                      | 2244  
8781  |           - DrawIndexedInstanced(792, 1)                      | 2245  
8784  |           - DrawIndexedInstanced(792, 1)                      | 2246  
8787  |           - DrawIndexedInstanced(792, 1)                      | 2247  
8790  |           - DrawIndexedInstanced(792, 1)                      | 2248  
8793  |           - DrawIndexedInstanced(792, 1)                      | 2249  
8796  |           - DrawIndexedInstanced(792, 1)                      | 2250  
8799  |           - DrawIndexedInstanced(792, 1)                      | 2251  
8802  |           - DrawIndexedInstanced(792, 1)                      | 2252  
8805  |           - DrawIndexedInstanced(792, 1)                      | 2253  
8808  |           - DrawIndexedInstanced(792, 1)                      | 2254  
8811  |           - DrawIndexedInstanced(792, 1)                      | 2255  
8814  |           - DrawIndexedInstanced(792, 1)                      | 2256  
8821  |         - RenderLoop.DrawSRPBatcher                           | 2257-2302
